PID,Age,Gender,Filename,Question,Scale,Rating,Reason
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,I can rely on the highly automated vehicle.,1-5,4.0,I can rely on the system to brake and avoid.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,The system state was always clear to me.,1-5,3.0,The system status was not always obvious.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,The system reacts unpredictably.,1-5,2.0,System reactions seemed predictable after the initial events.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,I was able to understand why things happened.,1-5,4.0,I followed the cause: van turning caused the hazard.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,It’s difficult to identify what the system will do next.,1-5,3.0,It's not always obvious what the system will do next.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,useful – useless,1-7,6.0,Autonomy was useful during the near-miss.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,pleasant – unpleasant,1-7,3.0,The experience was mildly unpleasant.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,bad – good,1-7,4.0,The experience was mixed: not great but safer.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,nice – annoying,1-7,3.0,The event was annoying but tolerable.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,effective – superfluous,1-7,6.0,System was effective in preventing contact.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,irritating – likeable,1-7,4.0,The situation was irritating but the car helped.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,assisting – worthless,1-7,6.0,The assistant function prevented a potential crash.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,undesirable – desirable,1-7,5.0,Overall undesirable situation but desirable safety outcome.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,raising alertness – sleep-inducing,1-7,6.0,The incident raised my alertness rather than making me sleepy.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How changeable is the situation?,1-7,5.0,The situation changed as cars acted and risk evolved.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How complicated is the situation?,1-7,6.0,There were multiple moving parts and decisions.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How many variables are changing?,1-7,5.0,Several variables were changing simultaneously.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How aroused are you?,1-7,5.0,Arousal was high due to the near-miss.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How much are you concentrating?,1-7,4.0,I had to concentrate to monitor the road scene.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How much is your attention divided?,1-7,3.0,Attention was focused with some divided attention.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How much mental capacity do you have to spare?,1-7,3.0,I had limited mental capacity to spare.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How much information have you gained?,1-7,5.0,I gained a fair amount of situational information.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How good is the information you have gained?,1-7,5.0,The information felt relevant and usable.
17,18,female,processed_1_clip8_pid_17_age_18_female.csv,How familiar are you with the situation?,1-7,2.0,I am not very familiar with this route.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How mentally demanding was the task?,1-20,18.0,High mental demand from rapid cues and planning.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,anxious – relaxed,-3..3,-2.0,Feeling somewhat anxious during a sudden crossing risk.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,agitated – calm,-3..3,-2.0,Slightly agitated by the abrupt braking and jolting camera.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,unsafe – safe,-3..3,2.0,Car safely slowed and potential collision avoided.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,timid – confident,-3..3,-1.0,Cautious but not completely overwhelmed; still unsure.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,I trust the highly automated vehicle.,1-5,4.0,High trust in automation given controlled handling.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,I can rely on the highly automated vehicle.,1-5,4.0,Reasonable reliance on the system to brake appropriately.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,The system state was always clear to me.,1-5,2.0,System state not always explicit during all events.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,The system reacts unpredictably.,1-5,2.0,System reactions were plausible but not perfectly predictable.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,I was able to understand why things happened.,1-5,4.0,Could understand the safety rationale behind braking.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,It’s difficult to identify what the system will do next.,1-5,3.0,Next actions were not always obvious due to changing events.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,useful – useless,1-7,6.0,The system is clearly useful in avoiding a crash.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,pleasant – unpleasant,1-7,2.0,The experience was unpleasant due to risk and abruptness.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,bad – good,1-7,2.0,Rated as slightly bad rather than good.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,nice – annoying,1-7,2.0,Annoying moment caused by sudden maneuvers.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,effective – superfluous,1-7,6.0,System was effective at preventing collision and stopping promptly.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,irritating – likeable,1-7,4.0,Mild irritation from jolt but not extreme.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,assisting – worthless,1-7,6.0,"Assisted by vehicle in hazard, minimizing effort."
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,undesirable – desirable,1-7,2.0,"Desirable to avoid the incident, but still undesirable."
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,raising alertness – sleep-inducing,1-7,6.0,Increased alertness due to sudden threat.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How changeable is the situation?,1-7,6.0,Situation highly changeable with multiple evolving factors.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How complicated is the situation?,1-7,6.0,"Complicated due to crossing vehicles, cyclist, and road geometry."
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How many variables are changing?,1-7,5.0,Several variables changing simultaneously.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How aroused are you?,1-7,6.0,High arousal from the unfolding hazard.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How much are you concentrating?,1-7,6.0,Need to concentrate intensely to monitor the system.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How much is your attention divided?,1-7,4.0,Attention partly divided by monitoring surroundings.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How much mental capacity do you have to spare?,1-7,2.0,Limited mental capacity available to spare during crisis.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How much information have you gained?,1-7,5.0,Gained useful information about the vehicle's behavior.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How good is the information you have gained?,1-7,5.0,Good quality information about how the system acted.
18,23,male,processed_1_clip8_pid_18_age_23_male.csv,How familiar are you with the situation?,1-7,2.0,Not very familiar with this exact scenario.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How mentally demanding was the task?,1-20,16.0,High demand due to sudden hazard and multiple actors.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,anxious – relaxed,-3..3,2.0,I felt somewhat anxious rather than relaxed.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,agitated – calm,-3..3,2.0,My agitation rose due to the abrupt stop.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,unsafe – safe,-3..3,-1.0,There was near collision risk making the situation feel unsafe.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,timid – confident,-3..3,1.0,I remained cautiously confident in the automated system.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,I trust the highly automated vehicle.,1-5,3.0,I rate trust in the system as moderate.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,I can rely on the highly automated vehicle.,1-5,3.0,I think I can rely on the system most of the time.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,The system state was always clear to me.,1-5,2.0,System state was not always obvious to me.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,The system reacts unpredictably.,1-5,2.0,System reactions seemed mostly predictable.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,I was able to understand why things happened.,1-5,4.0,I understood the sequence of events after they happened.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,It’s difficult to identify what the system will do next.,1-5,3.0,It was somewhat difficult to anticipate the system's next move.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,useful – useless,1-7,6.0,The system was very useful in avoiding a collision.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,pleasant – unpleasant,1-7,3.0,The ride felt unpleasant due to the abrupt maneuver.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,bad – good,1-7,4.0,The overall outcome was somewhat good given the circumstances.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,nice – annoying,1-7,3.0,The experience was annoying but not intolerable.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,effective – superfluous,1-7,6.0,The system performed effectively in braking.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,irritating – likeable,1-7,4.0,The abrupt jolting was somewhat irritating.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,assisting – worthless,1-7,6.0,The automation assisted by preventing a collision.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,undesirable – desirable,1-7,6.0,Desirable as it reduced risk during the incident.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,raising alertness – sleep-inducing,1-7,6.0,The situation raised my alertness rather than making me sleepy.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How changeable is the situation?,1-7,6.0,The situation was highly changeable with unexpected events.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How complicated is the situation?,1-7,5.0,The situation was moderately complex.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How many variables are changing?,1-7,5.0,"Several variables were changing, increasing complexity."
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How aroused are you?,1-7,4.0,I was moderately aroused by the risk and attention demands.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How much are you concentrating?,1-7,5.0,I was concentrating a lot on the road and events.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How much is your attention divided?,1-7,2.0,Attention remained mostly focused with little division.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How much mental capacity do you have to spare?,1-7,3.0,I had some spare capacity but it was limited.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How much information have you gained?,1-7,4.0,I gained a reasonable amount of information from the situation.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How good is the information you have gained?,1-7,5.0,The information I gathered seemed good and useful.
19,38,male,processed_1_clip8_pid_19_age_38_male.csv,How familiar are you with the situation?,1-7,2.0,I am somewhat unfamiliar with this specific scenario.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How mentally demanding was the task?,1-20,17.0,"Rapid, overlapping events demanded high mental effort."
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,anxious – relaxed,-3..3,2.0,I felt a surge of anxiety from the near miss.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,agitated – calm,-3..3,2.0,I was mildly agitated by the sudden braking.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,unsafe – safe,-3..3,-1.0,There was a sense of risk due to the van's intrusion.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,timid – confident,-3..3,2.0,I remained cautiously confident despite the scare.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,I trust the highly automated vehicle.,1-5,3.0,I trust the automated system to brake in time.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,I can rely on the highly automated vehicle.,1-5,3.0,I can rely on the system to respond appropriately.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,The system state was always clear to me.,1-5,2.0,The system state did not feel always clear.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,The system reacts unpredictably.,1-5,2.0,The system did not seem unpredictable; it behaved as expected.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,I was able to understand why things happened.,1-5,4.0,I could understand the sequence of events after the braking.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,It’s difficult to identify what the system will do next.,1-5,3.0,Predicting what the system would do next was challenging.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,useful – useless,1-7,6.0,The automation was useful in detecting and braking.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,pleasant – unpleasant,1-7,4.0,The experience was unpleasant rather than pleasant.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,bad – good,1-7,4.0,The outcome felt fairly good given the near miss.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,nice – annoying,1-7,4.0,The incident was annoying more than pleasant.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,effective – superfluous,1-7,6.0,The system was effective at preventing a collision.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,irritating – likeable,1-7,3.0,The abrupt jolts were irritating rather than comforting.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,assisting – worthless,1-7,6.0,The automation felt assistive during the emergency.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,undesirable – desirable,1-7,6.0,Desirable safety improvement outweighed drawbacks.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,raising alertness – sleep-inducing,1-7,6.0,The event raised alertness rather than sleepiness.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How changeable is the situation?,1-7,5.0,The situation was highly changeable.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How complicated is the situation?,1-7,5.0,The situation was quite complicated with several actors.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How many variables are changing?,1-7,5.0,Several variables were changing simultaneously.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How aroused are you?,1-7,5.0,I was highly aroused by the suddenness of events.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How much are you concentrating?,1-7,6.0,I had to concentrate intensely to follow what was happening.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How much is your attention divided?,1-7,3.0,"My attention was divided between braking, monitoring, and surroundings."
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How much mental capacity do you have to spare?,1-7,2.0,I had little spare mental capacity due to the incident.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How much information have you gained?,1-7,5.0,I gained substantial situational information from the unfolding events.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How good is the information you have gained?,1-7,5.0,The information I gained was good and actionable.
1,67,male,processed_1_clip8_pid_1_age_67_male.csv,How familiar are you with the situation?,1-7,2.0,I am not very familiar with this exact scenario.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How mentally demanding was the task?,1-20,15.0,The task required rapid processing of unexpected vehicle behavior.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,anxious – relaxed,-3..3,2.0,I felt somewhat anxious about a possible crash.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,agitated – calm,-3..3,2.0,I was slightly tense due to the hard brake.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,unsafe – safe,-3..3,0.0,"There was no clear threat after the save, but risk was present."
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,timid – confident,-3..3,1.0,I felt slightly more confident than hesitant.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,I trust the highly automated vehicle.,1-5,4.0,I trust the automated vehicle quite a bit.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,I can rely on the highly automated vehicle.,1-5,4.0,I can rely on the system in this moment.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,The system state was always clear to me.,1-5,3.0,The system state was fairly clear to me.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,The system reacts unpredictably.,1-5,2.0,The system's reactions were mostly predictable.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,I was able to understand why things happened.,1-5,4.0,I understood why things happened.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,It’s difficult to identify what the system will do next.,1-5,2.0,It was not always obvious what the system would do next.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,useful – useless,1-7,5.0,The information from the system was useful.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,pleasant – unpleasant,1-7,2.0,The ride was unpleasant due to the abrupt stop.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,bad – good,1-7,5.0,The system performed well and helped avoid harm.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,nice – annoying,1-7,2.0,Not particularly nice; a bit stressful.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,effective – superfluous,1-7,6.0,The safety action was effective at preventing harm.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,irritating – likeable,1-7,5.0,The quick braking felt reassuring and likeable.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,assisting – worthless,1-7,6.0,It clearly assisted in avoiding a crash.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,undesirable – desirable,1-7,6.0,It is desirable to have reliable automation in such situations.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,raising alertness – sleep-inducing,1-7,6.0,It raised my alertness.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How changeable is the situation?,1-7,6.0,The situation was highly changeable.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How complicated is the situation?,1-7,6.0,The situation was quite complicated.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How many variables are changing?,1-7,5.0,Many variables were changing at once.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How aroused are you?,1-7,5.0,I was fairly aroused by the risk.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How much are you concentrating?,1-7,6.0,I was concentrating quite hard on what was happening.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How much is your attention divided?,1-7,2.0,Only a small amount of my attention was diverted.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How much mental capacity do you have to spare?,1-7,3.0,I had some mental capacity to spare for monitoring.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How much information have you gained?,1-7,5.0,I gained useful information about system behavior.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How good is the information you have gained?,1-7,5.0,The information I gained was good.
20,74,male,processed_1_clip8_pid_20_age_74_male.csv,How familiar are you with the situation?,1-7,3.0,I am somewhat familiar with autonomous driving situations.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How mentally demanding was the task?,1-20,15.0,The task required sustained vigilance and quick hazard assessment.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,anxious – relaxed,-3..3,-2.0,I felt somewhat anxious after the near-miss and braking.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,agitated – calm,-3..3,-2.0,I was tense but trying to stay calm.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,unsafe – safe,-3..3,-2.0,There was real potential for a collision with the van.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,timid – confident,-3..3,1.0,"I felt some confidence in the vehicle's braking, but not fully."
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,I trust the highly automated vehicle.,1-5,3.0,I moderately trust the automation to handle hazards.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,I can rely on the highly automated vehicle.,1-5,3.0,I can rely on the system to brake when needed.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,The system state was always clear to me.,1-5,2.0,The system state indicators were displayed but not always clear.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,The system reacts unpredictably.,1-5,2.0,There were no unexpected actions; braking was as expected.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,I was able to understand why things happened.,1-5,4.0,I could understand why the car slowed and yielded to the van.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,It’s difficult to identify what the system will do next.,1-5,3.0,It's not always obvious what the car will do next.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,useful – useless,1-7,6.0,The system was useful in avoiding a collision.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,pleasant – unpleasant,1-7,2.0,The experience was unpleasant but not intolerable.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,bad – good,1-7,3.0,"Overall it felt bad in terms of emotion, though safety was maintained."
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,nice – annoying,1-7,4.0,"Some aspects were annoying, like the abrupt stop."
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,effective – superfluous,1-7,6.0,The intervention was effective at preventing contact.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,irritating – likeable,1-7,4.0,The jolt was irritating but the car was decisive.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,assisting – worthless,1-7,6.0,The system clearly assisted in hazard mitigation.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,undesirable – desirable,1-7,6.0,Desirable for safety despite some discomfort.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,raising alertness – sleep-inducing,1-7,6.0,The event raised my alertness.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How changeable is the situation?,1-7,6.0,The situation changed quickly as others acted.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How complicated is the situation?,1-7,6.0,The scene was quite complicated with several cues.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How many variables are changing?,1-7,5.0,"Several factors were changing (positions, speeds)."
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How aroused are you?,1-7,5.0,Physiological arousal increased due to the near-accident.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How much are you concentrating?,1-7,6.0,I was highly focused on the road and system behavior.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How much is your attention divided?,1-7,3.0,Attention was divided between monitoring the car and surroundings.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How much mental capacity do you have to spare?,1-7,4.0,I had some mental capacity to spare but it was taxed.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How much information have you gained?,1-7,4.0,I gained new information about the vehicle's responses.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How good is the information you have gained?,1-7,5.0,The information gained was fairly clear and useful.
21,46,female,processed_1_clip8_pid_21_age_46_female.csv,How familiar are you with the situation?,1-7,3.0,This kind of scenario felt somewhat familiar.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How mentally demanding was the task?,1-20,16.0,High mental demand due to sudden lane event and camera jolt.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,anxious – relaxed,-3..3,-2.0,I felt anxious from the near-miss.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,agitated – calm,-3..3,-2.0,I felt unsettled and agitated by the braking jolt.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,unsafe – safe,-3..3,-3.0,The situation felt unsafe when the van cut into our lane.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,timid – confident,-3..3,-2.0,I felt not very confident in the system's handling.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,I trust the highly automated vehicle.,1-5,3.0,I have moderate trust in the automation's handling.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,I can rely on the highly automated vehicle.,1-5,3.0,I can rely on the system to brake appropriately in such events.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,The system state was always clear to me.,1-5,2.0,The state of the system wasn't always clear during the response.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,The system reacts unpredictably.,1-5,2.0,Most responses followed expected safety logic.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,I was able to understand why things happened.,1-5,3.0,I could understand the braking was due to the van entering our lane.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,It’s difficult to identify what the system will do next.,1-5,3.0,It's hard to know what the system will do next in a near-miss.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,useful – useless,1-7,5.0,The automation was useful in maintaining distance.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,pleasant – unpleasant,1-7,3.0,The experience was somewhat unpleasant but tolerable.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,bad – good,1-7,3.0,It was bad for comfort but not catastrophic.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,nice – annoying,1-7,3.0,Annoying but not intolerable.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,effective – superfluous,1-7,6.0,The system acted effectively to avoid a collision.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,irritating – likeable,1-7,3.0,The interface remained calm and not irritating.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,assisting – worthless,1-7,6.0,The automation felt helpful rather than worthless.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,undesirable – desirable,1-7,6.0,Desirable assistance under threat of collision.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,raising alertness – sleep-inducing,1-7,6.0,The event raised my alertness significantly.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How changeable is the situation?,1-7,6.0,The situation was highly changeable with new hazards.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How complicated is the situation?,1-7,5.0,The scenario was moderately complex with lane dynamics.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How many variables are changing?,1-7,6.0,"Several variables changed at once (others, vehicle, road layout)."
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How aroused are you?,1-7,5.0,I felt heightened arousal and focus due to risk.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How much are you concentrating?,1-7,6.0,I concentrated intensely on the road and system status.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How much is your attention divided?,1-7,4.0,"My attention was divided between road, system cues, and potential hazards."
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How much mental capacity do you have to spare?,1-7,3.0,I had little spare mental capacity to analyze extra details.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How much information have you gained?,1-7,5.0,I gained information about how the system would react in this tension.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How good is the information you have gained?,1-7,5.0,The information I gained felt reliable.
22,67,female,processed_1_clip8_pid_22_age_67_female.csv,How familiar are you with the situation?,1-7,2.0,I am not very familiar with this vehicle's behavior in such events.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,How mentally demanding was the task?,1-20,14.0,Moderate-high mental demand from monitoring sudden events.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,anxious – relaxed,-3..3,-1.0,Slight anxiety due to sudden events and potential collision.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,agitated – calm,-3..3,-2.0,There was significant agitation from the abrupt stop.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,unsafe – safe,-3..3,-1.0,Perceived risk from the van's maneuver and hard braking.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,timid – confident,-3..3,-1.0,Slightly timid and cautious about the car's decisions.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,I trust the highly automated vehicle.,1-5,4.0,Generally trust the automation to handle emergencies.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,I can rely on the highly automated vehicle.,1-5,4.0,You can rely on the system for safe braking and maneuvering.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,The system state was always clear to me.,1-5,3.0,Somewhat clear but not every action was obvious.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,The system reacts unpredictably.,1-5,1.0,No unpredictable reactions from the system.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,I was able to understand why things happened.,1-5,4.0,Could understand that the van cut in and caused braking.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,It’s difficult to identify what the system will do next.,1-5,2.0,Difficult to predict what the system would do next.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,useful – useless,1-7,6.0,Very useful for safety.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,pleasant – unpleasant,1-7,5.0,Overall the experience was tense but manageable.
23,80,male,processed_1_clip8_pid_23_age_80_male.csv,bad – good,1-7,4.0,Overall safety improvements were perceived.
